date,lat_c,lon_c,actual,diff
2017-10-07,55.6375054577,37.4524513074,1.08,0.456
2017-10-07,55.6375136543,37.4842141197,2.26,4.089
2017-10-07,55.6375144065,37.508036692,1.69,-0.871
2017-10-07,55.6375136294,37.5159773965,1.89,-0.337
2017-10-07,55.6375123389,37.523918102,6.6,0.725
2017-10-07,55.6375082157,37.5397995074,1.36,-0.575
2017-10-07,55.6374711685,37.6033250617,6.19,0.564
2017-10-07,55.6374642254,37.6112657431,3.88,0.945
2017-10-07,55.6374567682,37.6192064228,2.59,1.543
2017-10-07,55.6410815085,37.0236079382,4.78,3.583
2017-10-07,55.6418704152,37.31743894,1.68,0.626
2017-10-07,55.6418819727,37.3253804889,1.81,0.438
2017-10-07,55.6419035457,37.3412636046,7.98,0.648
2017-10-07,55.6419135614,37.3492051692,3.07,-0.35
2017-10-07,55.6419230625,37.3571467388,4.77,0.555
2017-10-07,55.6419320503,37.3650883134,1.78,-0.483
2017-10-07,55.6419405241,37.3730298925,1.41,0.299
2017-10-07,55.6419805743,37.4206794446,1.03,0.373
2017-10-07,55.6420039152,37.4762707009,6.73,0.121
2017-10-07,55.6420051938,37.4842123135,2.65,1.306
2017-10-07,55.6420059459,37.5080376116,1.99,0.171
2017-10-07,55.642003878,37.5239208388,2.09,-0.849
2017-10-07,55.642002073,37.5318624506,5.17,0.25
2017-10-07,55.6419997541,37.5398040614,1.33,-0.1
2017-10-07,55.6419627008,37.6033368841,5.39,0.468
2017-10-07,55.6455728897,37.0235534226,1.19,2.416
2017-10-07,55.6463619284,37.3174180478,1.57,0.669
2017-10-07,55.6463734877,37.3253605052,2.69,0.717
2017-10-07,55.6463845331,37.3333029696,1.54,0.34
2017-10-07,55.6463950644,37.341245438,4.22,0.817
2017-10-07,55.6464050817,37.3491879124,1.43,-0.552
2017-10-07,55.6464320496,37.373015362,1.1,1.058
2017-10-07,55.6464400107,37.3809578544,1.21,0.251
2017-10-07,55.646447458,37.3889003507,1.27,1.617
2017-10-07,55.6464543911,37.3968428495,4.6,2.388
2017-10-07,55.6464608102,37.4047853518,15.16,4.281
2017-10-07,55.6464667154,37.4127278576,3.3,3.536
2017-10-07,55.6464967296,37.4842105068,1.66,0.451
2017-10-07,55.6464974944,37.4921530287,1.13,-0.765
2017-10-07,55.6464967048,37.5159810534,4.16,0.251
2017-10-07,55.6464954135,37.5239235762,12.72,2.652
2017-10-07,55.6464936082,37.531866097,5.68,0.216
2017-10-07,55.6464912889,37.5398086166,1.38,-0.105
2017-10-07,55.646476872,37.571578683,3.68,3.098
2017-10-07,55.646466579,37.5874637012,1.86,0.213
2017-10-07,55.6464606615,37.5954062079,2.86,-0.318
2017-10-07,55.6464542299,37.60334871,1.94,-0.735
2017-10-07,55.6464472844,37.6112912088,1.55,-0.437
2017-10-07,55.6464398248,37.619233706,4.48,0.704
2017-10-07,55.6508865804,37.3412272671,1.33,-0.168
2017-10-07,55.6508965994,37.3491706506,1.21,0.736
2017-10-07,55.6509061043,37.357114038,1.28,1.76
2017-10-07,55.6509315337,37.380944229,1.07,-0.394
2017-10-07,55.6509389821,37.3888876343,1.61,-0.23
2017-10-07,55.6509459165,37.3968310423,7.09,0.48
2017-10-07,55.6509523367,37.4047744536,8.2,1.638
2017-10-07,55.6509582427,37.4127178684,4.17,2.857
2017-10-07,55.6509869829,37.4762652689,1.09,0.393
2017-10-07,55.6509882619,37.4842086995,1.99,-0.679
2017-10-07,55.6509890145,37.5080394516,1.41,-0.494
2017-10-07,55.6509869457,37.5239263146,2.61,0.13
2017-10-07,55.6509851401,37.5318697443,2.66,-0.226
2017-10-07,55.650968401,37.5715868759,2.74,0.849
2017-10-07,55.6509521879,37.595417128,3.88,-0.315
2017-10-07,55.6509457553,37.6033605393,1.15,-0.973
2017-10-07,55.6509388085,37.6113039472,2.16,-0.665
2017-10-07,55.6509313477,37.6192473533,4.04,0.888
2017-10-07,55.6551097956,37.1982129547,1.04,0.945
2017-10-07,55.6551290717,37.2061571157,1.57,1.076
2017-10-07,55.6551478335,37.2141012854,1.53,0.928
2017-10-07,55.6554230533,37.3809305997,1.04,-0.387
2017-10-07,55.6554374385,37.3968192317,1.91,0.125
2017-10-07,55.6554497669,37.4127078766,2.8,0.212
2017-10-07,55.6554551598,37.4206522036,2.31,2.465
2017-10-07,55.6554785123,37.4762625518,3.27,0.431
2017-10-07,55.6554797916,37.4842068916,1.9,-0.121
2017-10-07,55.6554808076,37.500095808,1.58,0.584
2017-10-07,55.6554805443,37.508040372,1.44,-0.057
2017-10-07,55.6554784751,37.5239290537,2.79,0.056
2017-10-07,55.6554766692,37.5318733928,1.55,-0.711
2017-10-07,55.6554599268,37.571595071,1.62,-0.762
2017-10-07,55.6554550357,37.5795394016,7.71,1.236
2017-10-07,55.6554496304,37.5874837261,2.32,-0.167
2017-10-07,55.6554437109,37.5954280512,3.75,0.319
2017-10-07,55.6554372773,37.6033723718,6.36,-0.085
2017-10-07,55.6554303294,37.611316689,21.24,2.674
2017-10-07,55.6554228678,37.6192610045,19.7,4.489
2017-10-07,55.6595611589,37.1822882916,1.93,0.691
2017-10-07,55.6595814666,37.1902333406,1.38,0.366
2017-10-07,55.6596205388,37.2061234711,1.5,0.979
2017-10-07,55.659675291,37.2299587386,1.15,0.767
2017-10-07,55.6598364491,37.3173553356,1.71,0.115
2017-10-07,55.6599353801,37.404752648,1.9,-0.141
2017-10-07,55.6599412882,37.4126978819,1.83,0.765
2017-10-07,55.6599466819,37.4206431184,2.21,2.739
2017-10-07,55.6599515615,37.4285883582,1.67,1.629
2017-10-07,55.6599559267,37.4365336001,6.19,1.318
2017-10-07,55.6599659366,37.4603693369,1.66,1.438
2017-10-07,55.6599700385,37.4762598338,3.61,0.605
2017-10-07,55.659971318,37.4842050834,4.46,0.917
2017-10-07,55.6599720831,37.4921503333,2.86,0.124
2017-10-07,55.6599700013,37.5239317935,1.1,-1.24
2017-10-07,55.6599596908,37.5557127826,2.72,-0.189
2017-10-07,55.6599514498,37.5716032685,2.32,-0.656
2017-10-07,55.6599465579,37.5795485087,2.46,-0.771
2017-10-07,55.6599352313,37.5954389775,1.36,-0.672
2017-10-07,55.6599287965,37.6033842076,8.03,1.462
2017-10-07,55.6599218474,37.6113294344,2.74,0.293
2017-10-07,55.6599143841,37.6192746596,3.36,0.791
2017-10-07,55.6641667644,37.2299278147,1.13,1.126
2017-10-07,55.6642477457,37.2696579792,3.16,1.407
2017-10-07,55.664262399,37.2776040351,1.78,0.564
2017-10-07,55.6642901626,37.2934961689,2.84,1.253
2017-10-07,55.6644268974,37.4047417406,1.79,2.102
2017-10-07,55.6644546359,37.4524186408,1.35,0.234
2017-10-07,55.6644574588,37.4603647986,1.11,-0.743
2017-10-07,55.6644597672,37.4683109565,1.33,-0.614
2017-10-07,55.664462841,37.4842032745,6.78,-0.335
2017-10-07,55.664463594,37.5080422135,1.56,-0.622
2017-10-07,55.6644628162,37.5159883733,2.91,-0.631
2017-10-07,55.664461524,37.5239345342,3.3,-0.293
2017-10-07,55.6644597176,37.5318806927,1.02,-0.24
2017-10-07,55.6644545615,37.5477730079,1.51,-0.533
2017-10-07,55.6644473479,37.5636653155,2.5,-0.044
2017-10-07,55.6644429698,37.5716114683,1.6,-0.25
2017-10-07,55.6644380771,37.5795576182,1.12,-0.636
2017-10-07,55.6644203127,37.6033960469,5.88,2.339
2017-10-07,55.6644133624,37.6113421836,2.01,-0.415
2017-10-07,55.6644058979,37.6192883186,4.65,0.453
2017-10-07,55.6687392303,37.2696315971,2.38,0.337
2017-10-07,55.668753886,37.2775785629,1.96,0.331
2017-10-07,55.6687816542,37.2934725166,1.26,-0.109
2017-10-07,55.6689345981,37.4285720001,2.83,2.515
2017-10-07,55.6689461545,37.452413191,2.24,-0.446
2017-10-07,55.6689530811,37.4762543957,2.19,0.792
2017-10-07,55.668954361,37.4842014652,1.1,-0.026
2017-10-07,55.6689553775,37.5000958409,1.64,-0.74
2017-10-07,55.6689551141,37.5080431347,2.38,-0.068
2017-10-07,55.6689543362,37.5159902046,1.34,-1.009
2017-10-07,55.6689530439,37.5239372755,3.07,-0.035
2017-10-07,55.6689460801,37.5477784797,1.18,-0.721
2017-10-07,55.6689427299,37.5557255445,49.4,0.603
2017-10-07,55.6689388656,37.5636726075,2.72,0.814
2017-10-07,55.668929593,37.5795667305,3.05,-0.784
2017-10-07,55.668924185,37.5875137861,3.23,-0.305
2017-10-07,55.6689182624,37.5954608393,1.26,-0.014
2017-10-07,55.6689118256,37.6034078894,1.18,2.198
2017-10-07,55.673183649,37.2457616227,1.07,1.025
2017-10-07,55.6731998507,37.2537094757,1.46,0.628
2017-10-07,55.673215538,37.2616573377,1.6,0.248
2017-10-07,55.6732307108,37.2696052074,1.21,-0.318
2017-10-07,55.6732453689,37.2775530836,2.11,-0.31
2017-10-07,55.6732595126,37.285500967,3.25,0.548
2017-10-07,55.673434331,37.4444597634,4.96,0.909
2017-10-07,55.6734404931,37.4603557169,3.04,0.171
2017-10-07,55.673444597,37.4762516755,1.55,0.64
2017-10-07,55.6734458772,37.4841996553,2.19,-0.461
2017-10-07,55.6734466427,37.4921476357,1.64,0.546
2017-10-07,55.6734445598,37.5239400177,3.91,0.071
2017-10-07,55.673440431,37.5398359748,1.52,0.641
2017-10-07,55.6734375948,37.547783953,6.74,1.151
2017-10-07,55.6734342441,37.5557319282,3.26,-0.152
2017-10-07,55.6734303789,37.5636799016,1.41,-0.643
2017-10-07,55.6734211047,37.5795758453,1.49,-0.234
2017-10-07,55.6734156957,37.5875238113,1.31,0.07
2017-10-07,55.6734033343,37.6034197354,1.05,-0.094
2017-10-07,55.6733889147,37.619315648,1.08,-0.236
2017-10-07,55.6767490401,36.9595844664,1.89,3.357
2017-10-07,55.677929181,37.4524022857,5.9,0.121
2017-10-07,55.6779320053,37.4603511747,4.03,-0.009
2017-10-07,55.6779343149,37.4683000648,1.7,-0.038
2017-10-07,55.6779373902,37.484197845,2.26,0.532
2017-10-07,55.677938156,37.492146736,3.82,0.804
2017-10-07,55.6779381435,37.5080449778,1.17,-1.433
2017-10-07,55.6779360727,37.5239427607,1.09,-0.904
2017-10-07,55.6779342652,37.5318916504,2.59,-0.337
2017-10-07,55.6779291066,37.5477894278,1.1,-0.641
2017-10-07,55.6779257553,37.5557383137,2.72,-0.395
2017-10-07,55.6779218894,37.5636871977,8.29,1.095
2017-10-07,55.6779175088,37.5716360816,1.74,-0.608
2017-10-07,55.6779126137,37.5795849627,2.84,0.073
2017-10-07,55.6779012794,37.5954827135,2.02,-0.169
2017-10-07,55.6778948403,37.6034315866,1.24,-0.473
2017-10-07,55.6821984835,37.2616027137,3.17,-0.063
2017-10-07,55.6822136605,37.2695524048,1.42,0.952
2017-10-07,55.6822692247,37.3013512397,2.09,-0.305
2017-10-07,55.682281829,37.3093009656,1.02,-0.022
2017-10-07,55.6824134959,37.4364972397,1.19,-0.118
2017-10-07,55.6824206895,37.4523968314,1.03,-0.501
2017-10-07,55.6824288752,37.5159957016,2.51,0.425
2017-10-07,55.6824275822,37.5239455044,1.58,-0.844
2017-10-07,55.6824257745,37.531895305,1.92,1.136
2017-10-07,55.6824234522,37.5398451045,4.35,0.529
2017-10-07,55.682420615,37.5477949043,5.32,0.396
2017-10-07,55.6824172631,37.555744701,4.79,0.913
2017-10-07,55.6824133966,37.5636944959,3.54,-0.03
2017-10-07,55.6824090153,37.5716442906,4.92,0.046
2017-10-07,55.6824041193,37.5795940826,5.96,0.945
2017-10-07,55.6823987085,37.5875438701,1.88,-0.483
2017-10-07,55.6823927831,37.5954936552,6.33,1.794
2017-10-07,55.682386343,37.6034434391,3.48,1.872
2017-10-07,55.6866899504,37.2615753905,1.06,0.163
2017-10-07,55.6867051307,37.2695259928,1.44,1.787
2017-10-07,55.6867607042,37.3013284721,4.54,-0.099
2017-10-07,55.6868780035,37.396736464,4.09,3.658
2017-10-07,55.6869211723,37.4921449358,1.33,-0.515
2017-10-07,55.6869203814,37.5159975349,1.91,1.105
2017-10-07,55.6869190882,37.5239482489,2.37,-0.204
2017-10-07,55.6869087674,37.5557510901,3.29,1.804
2017-10-07,55.6869049002,37.5637017961,4.76,2.872
2017-10-07,55.6869005181,37.5716525021,12.19,0.995
2017-10-07,55.6868956214,37.5796032052,1.2,-0.735
2017-10-07,55.6868902097,37.5875539038,3.75,0.498
2017-10-07,55.6868842833,37.5955046,3.11,-0.763
2017-10-07,55.6868778421,37.6034552951,1.91,-0.307
2017-10-07,55.6868634152,37.6193566711,3.64,0.97
2017-10-07,55.6913872446,37.42057945,1.98,5.457
2017-10-07,55.6914088326,37.4682891638,1.32,-0.114
2017-10-07,55.6914126756,37.4921440353,1.7,-0.558
2017-10-07,55.6914105912,37.5239509942,5.71,3.83
2017-10-07,55.6914087829,37.5319026173,6.95,0.531
2017-10-07,55.6914064597,37.5398542394,2.77,-0.196
2017-10-07,55.6914036216,37.5478058617,1.68,-0.616
2017-10-07,55.6914002686,37.555757481,3.2,-0.836
2017-10-07,55.6913964008,37.5637090984,2.79,-0.06
2017-10-07,55.6913920181,37.5716607157,2.35,1.069
2017-10-07,55.6913871204,37.5796123303,2.72,-0.339
2017-10-07,55.6913817078,37.5875639403,1.83,-0.289
2017-10-07,55.6913757804,37.595515548,2.82,0.234
2017-10-07,55.6913693381,37.6034671545,5.94,-0.033
2017-10-07,55.6957799398,37.3251403151,2.11,1.293
2017-10-07,55.6958787403,37.4205703443,3.42,1.882
2017-10-07,55.6959041748,37.4921431345,1.08,-0.565
2017-10-07,55.695904426,37.5000959068,3.36,-0.138
2017-10-07,55.6959041623,37.5080486671,1.52,-0.318
2017-10-07,55.6959033836,37.5160012032,2.87,0.865
2017-10-07,55.6958979579,37.5398588088,1.0,-0.254
2017-10-07,55.6958951193,37.5478113428,5.22,1.192
2017-10-07,55.6958672742,37.595526499,1.0,-0.188
2017-10-07,55.6958608309,37.6034790171,3.99,2.748
2017-10-07,55.6958538725,37.61143153,2.45,1.578
2017-10-07,55.6958463991,37.6193840392,1.6,-0.14
2017-10-07,55.7002714155,37.3251202639,1.3,0.874
2017-10-07,55.7003524815,37.3967009409,1.99,1.051
2017-10-07,55.7003949048,37.4841887855,1.19,0.711
2017-10-07,55.7003956712,37.4921422335,2.23,0.144
2017-10-07,55.7003959225,37.5000959178,3.67,-0.059
2017-10-07,55.7003935861,37.5239564871,1.0,0.833
2017-10-07,55.7003894532,37.5398633795,1.47,0.519
2017-10-07,55.700386615,37.5478168253,1.95,0.58
2017-10-07,55.7003750076,37.5716771502,1.96,0.386
2017-10-07,55.7003701082,37.5796305882,1.99,-0.399
2017-10-07,55.7003378859,37.6193977291,2.54,-0.09
2017-10-07,55.7048781803,37.452369536,2.34,-0.084
2017-10-07,55.7048833194,37.4682782534,1.8,-0.356
2017-10-07,55.7048874157,37.5000959288,1.43,0.099
2017-10-07,55.7048871519,37.5080505133,5.98,0.386
2017-10-07,55.7048664964,37.5716853708,4.09,0.265
2017-10-07,55.7048615962,37.5796397211,3.19,0.085
2017-10-07,55.7048561811,37.5875940669,5.22,0.405
2017-10-07,55.7048502506,37.5955484103,2.12,-0.515
2017-10-07,55.7048368444,37.6114570909,1.37,-0.034
2017-10-07,55.7048293686,37.6194114243,1.61,-0.787
2017-10-07,55.7093418836,37.4046324966,2.53,0.171
2017-10-07,55.7093663261,37.4444088048,1.58,0.291
2017-10-07,55.709369669,37.4523640724,1.71,0.543
2017-10-07,55.7093748088,37.4682746147,3.12,0.916
2017-10-07,55.709376606,37.476229886,1.42,0.037
2017-10-07,55.7093786419,37.5080514368,4.08,0.977
2017-10-07,55.7093530821,37.5796488566,2.56,-0.517
2017-10-07,55.709347666,37.5876041147,3.03,-0.605
2017-10-07,55.7093417345,37.5955593706,6.57,0.092
2017-10-07,55.7093283261,37.6114698761,1.01,-0.926
2017-10-07,55.709320849,37.6194251218,11.1,0.053
2017-10-07,55.7138125133,37.3807530666,2.51,0.101
2017-10-07,55.7138269298,37.3966653888,1.42,-0.667
2017-10-07,55.7138333642,37.4046215552,6.56,2.58
2017-10-07,55.7138392842,37.4125777238,1.71,-0.402
2017-10-07,55.7138578109,37.4444024269,1.03,-0.286
2017-10-07,55.7138611542,37.4523586071,3.21,1.43
2017-10-07,55.7138639823,37.4603147903,1.03,-0.245
2017-10-07,55.7138680923,37.4762271589,1.4,-0.173
2017-10-07,55.7138693496,37.516008546,1.97,0.002
2017-10-07,55.713868055,37.5239647322,1.33,-0.082
2017-10-07,55.7138445646,37.5796579946,2.18,0.291
2017-10-07,55.7138267683,37.6035265014,1.96,-0.157
2017-10-07,55.7138198052,37.6114826649,1.69,-0.414
2017-10-07,55.7138123269,37.6194388234,1.62,-0.489
2017-10-07,55.7182875063,37.3648252517,1.18,1.34
2017-10-07,55.7182960043,37.3727823152,2.35,1.644
2017-10-07,55.718311454,37.3886964547,1.17,-0.015
2017-10-07,55.7183248422,37.4046106107,1.26,-1.014
2017-10-07,55.7183307623,37.4125676923,1.26,-1.363
2017-10-07,55.7183410579,37.4284818646,1.89,-0.486
2017-10-07,55.7183454327,37.4364389549,1.89,-0.184
2017-10-07,55.718349292,37.4443960472,3.92,0.842
2017-10-07,55.718352636,37.4523531403,2.06,0.216
2017-10-07,55.7183554644,37.4603102365,3.53,3.662
2017-10-07,55.7183577775,37.468267334,1.3,0.029
2017-10-07,55.7183595752,37.4762244309,6.43,2.565
2017-10-07,55.7183608575,37.4841815287,1.22,0.334
2017-10-07,55.7183595379,37.5239674821,1.93,0.152
2017-10-07,55.7183453332,37.5637529557,1.3,0.338
2017-10-07,55.7183409461,37.5717100469,2.1,-0.243
2017-10-07,55.7183360435,37.5796671352,1.58,-0.16
2017-10-07,55.718324693,37.5955813005,2.21,0.493
2017-10-07,55.7183182442,37.6035383808,4.69,0.504
2017-10-07,55.71831128,37.6114954573,3.88,-0.231
2017-10-07,55.7183038004,37.6194525287,1.95,0.113
2017-10-07,55.722802925,37.3886836807,3.24,0.763
2017-10-07,55.7228098779,37.3966416705,2.41,0.069
2017-10-07,55.7228222373,37.4125576579,3.4,0.252
2017-10-07,55.7228276437,37.4205156559,9.45,1.451
2017-10-07,55.7228325347,37.4284736566,2.33,1.313
2017-10-07,55.7228369101,37.4364316601,5.18,0.86
2017-10-07,55.7228407701,37.4443896657,6.16,0.848
2017-10-07,55.7228441146,37.452347672,3.44,0.329
2017-10-07,55.7228492571,37.4682636921,2.07,-0.218
2017-10-07,55.7228510551,37.4762217023,2.46,0.691
2017-10-07,55.7228531045,37.4921377248,1.0,2.465
2017-10-07,55.7228492073,37.5319282446,5.41,1.967
2017-10-07,55.7228368107,37.5637602724,5.78,0.168
2017-10-07,55.7228324228,37.5717182768,1.52,-0.564
2017-10-07,55.7228275194,37.5796762784,1.75,-0.504
2017-10-07,55.7228097162,37.6035502636,7.14,2.396
2017-10-07,55.72279527,37.6194662379,3.32,-0.356
2017-10-07,55.7272789385,37.3727531102,1.0,1.01
2017-10-07,55.7273013475,37.3966298064,1.91,0.265
2017-10-07,55.727313709,37.4125476207,4.08,0.186
2017-10-07,55.7273240081,37.4284654464,2.95,0.919
2017-10-07,55.7273283843,37.4364243633,3.64,0.599
2017-10-07,55.7273322449,37.4443832823,3.09,0.42
2017-10-07,55.72733559,37.4523422022,3.92,0.162
2017-10-07,55.7273384194,37.460301125,3.42,-0.18
2017-10-07,55.727344833,37.5000959839,1.06,0.117
2017-10-07,55.7273321579,37.5558086753,3.1,1.038
2017-10-07,55.7273282848,37.5637675933,2.91,-0.534
2017-10-07,55.7273238961,37.5717265091,1.56,0.892
2017-10-07,55.7273189919,37.5796854242,7.61,0.667
2017-10-07,55.7272942194,37.611521053,6.04,-0.391
2017-10-07,55.7301452402,36.8553716458,1.65,0.853
2017-10-07,55.7317332979,37.3408993106,1.76,0.598
2017-10-07,55.7317704009,37.3727385016,1.19,0.953
2017-10-07,55.7317928136,37.3966179388,2.25,2.804
2017-10-07,55.7317992531,37.4045777586,4.65,1.213
2017-10-07,55.7318051771,37.4125375806,2.23,-0.808
2017-10-07,55.7318105853,37.4204974058,1.68,0.092
2017-10-07,55.7318154779,37.4284572333,2.17,0.001
2017-10-07,55.7318198549,37.4364170644,3.2,-0.402
2017-10-07,55.7318237161,37.4443768972,2.07,-0.193
2017-10-07,55.7318270618,37.4523367307,3.52,-0.378
2017-10-07,55.7318298917,37.4602965673,1.06,-1.614
2017-10-07,55.7318322059,37.4682564051,2.56,-0.724
2017-10-07,55.7318352874,37.4841760808,2.98,0.042
2017-10-07,55.7318360547,37.4921359195,1.21,-0.361
2017-10-07,55.7318363063,37.5000959949,1.11,-0.111
2017-10-07,55.7318339672,37.5239757367,1.17,-0.067
2017-10-07,55.7318321561,37.5319355755,1.79,0.107
2017-10-07,55.7318236291,37.5558150824,1.04,0.354
2017-10-07,55.7318197553,37.5637749142,1.6,0.064
2017-10-07,55.731815366,37.5717347438,3.2,0.79
2017-10-07,55.731810461,37.5796945726,2.06,-0.023
2017-10-07,55.7318050403,37.5876543968,2.85,-0.426
2017-10-07,55.7317782009,37.619493668,3.96,-0.21
2017-10-07,55.7345944037,36.847337737,1.71,0.082
2017-10-07,55.7346364273,36.8552976316,1.9,0.201
2017-10-07,55.7362773202,37.3886453371,1.57,3.573
2017-10-07,55.7362842766,37.396606068,4.28,3.442
2017-10-07,55.7362907173,37.4045668008,4.66,1.017
2017-10-07,55.7362966422,37.4125275377,3.25,-1.031
2017-10-07,55.7363020514,37.4204882765,1.8,0.064
2017-10-07,55.7363113224,37.4364097635,1.35,-0.528
2017-10-07,55.7363213609,37.4602920083,1.72,-0.218
2017-10-07,55.7363236755,37.4682527601,2.66,-0.061
2017-10-07,55.7363254744,37.4762135116,1.23,-0.382
2017-10-07,55.7363267576,37.4841742637,4.89,0.429
2017-10-07,55.7363275249,37.4921350165,2.5,-0.286
2017-10-07,55.7363277766,37.5000960059,3.52,0.677
2017-10-07,55.7363275125,37.5080569834,1.31,0.198
2017-10-07,55.7363267327,37.5160177361,1.56,0.297
2017-10-07,55.7363254371,37.5239784897,4.76,0.427
2017-10-07,55.7363236257,37.5319392426,2.25,0.128
2017-10-07,55.7363212987,37.5398999929,1.3,-0.333
2017-10-07,55.7363112229,37.5637822372,1.34,0.181
2017-10-07,55.7363019269,37.5797037235,3.05,0.169
2017-10-07,55.7362965053,37.5876644618,1.71,-0.81
2017-10-07,55.736290568,37.5956251976,1.31,-0.925
2017-10-07,55.736277146,37.6115466632,1.32,-0.671
2017-10-07,55.7362696615,37.6195073889,4.56,-0.168
2017-10-07,55.7391276115,36.8552235973,2.07,0.894
2017-10-07,55.7407757363,37.3965941928,1.26,-0.151
2017-10-07,55.740788104,37.4125174919,5.67,0.249
2017-10-07,55.740793514,37.420479145,1.63,-0.301
2017-10-07,55.7408182244,37.4841724462,1.67,-0.493
2017-10-07,55.7408189919,37.4921341132,6.2,0.477
2017-10-07,55.7408192435,37.500096017,54.34,2.133
2017-10-07,55.7408189794,37.5080579087,49.73,0.829
2017-10-07,55.7408169037,37.5239812435,3.9,0.882
2017-10-07,55.740815092,37.5319429107,3.63,-0.364
2017-10-07,55.7408127646,37.5399045753,2.49,-0.528
2017-10-07,55.7407982962,37.5717512201,1.2,-0.475
2017-10-07,55.7407933896,37.5797128771,4.36,0.045
2017-10-07,55.7407879671,37.5876745296,6.6,0.517
2017-10-07,55.7407820287,37.5956361797,1.65,-0.76
2017-10-07,55.7407686045,37.6115594736,11.89,2.896
2017-10-07,55.7407611186,37.6195211136,1.92,-0.473
2017-10-07,55.7452671925,37.3965823152,1.62,-0.639
2017-10-07,55.7452736352,37.4045448777,1.12,0.009
2017-10-07,55.7452795622,37.4125074434,4.98,1.587
2017-10-07,55.7452849731,37.4204700109,7.15,1.518
2017-10-07,55.7452898682,37.4284325815,2.59,0.956
2017-10-07,55.7453096876,37.4841706282,1.36,-0.05
2017-10-07,55.7453104552,37.4921332096,2.09,-0.362
2017-10-07,55.745310707,37.500096028,13.67,1.921
2017-10-07,55.7453104428,37.5080588343,16.82,1.607
2017-10-07,55.7453096627,37.5160214157,2.17,0.318
2017-10-07,55.7453042269,37.5399091589,2.46,-0.48
2017-10-07,55.7452980234,37.5558343149,1.17,-1.328
2017-10-07,55.7452941477,37.5637968894,3.64,-1.042
2017-10-07,55.7452897562,37.5717594617,12.06,1.359
2017-10-07,55.7452848486,37.5797220333,10.77,2.78
2017-10-07,55.7452794252,37.5876846002,3.21,-0.488
2017-10-07,55.7452734859,37.5956471648,1.19,-0.735
2017-10-07,55.7452670306,37.6036097282,4.65,0.121
2017-10-07,55.7452600594,37.6115722878,6.46,2.977
2017-10-07,55.7497650892,37.4045339115,1.57,-0.129
2017-10-07,55.7497710171,37.412497392,2.93,0.349
2017-10-07,55.7497764289,37.4204608742,4.74,0.409
2017-10-07,55.7498019153,37.4921323058,1.01,-0.02
2017-10-07,55.7498021671,37.500096039,3.61,0.819
2017-10-07,55.7498019029,37.5080597602,1.32,-0.334
2017-10-07,55.7497956859,37.5399137438,5.23,-0.478
2017-10-07,55.7497928416,37.5478772364,1.27,-0.467
2017-10-07,55.7497856051,37.5638042185,2.97,-0.351
2017-10-07,55.7497763044,37.579731192,10.06,0.587
2017-10-07,55.7497708801,37.5876946737,7.05,0.468
2017-10-07,55.7497649398,37.595658153,1.41,-1.285
2017-10-07,55.749751511,37.6115851056,1.24,-0.452
2017-10-07,55.75425654,37.4045229422,1.91,-0.369
2017-10-07,55.7542624689,37.4124873376,1.8,-0.531
2017-10-07,55.7542678817,37.4204517349,1.3,-0.394
2017-10-07,55.7542912831,37.5239895098,2.73,0.522
2017-10-07,55.7542894705,37.5319539211,4.05,2.983
2017-10-07,55.7542871419,37.53991833,2.98,-0.42
2017-10-07,55.7542770594,37.5638115499,1.18,-0.927
2017-10-07,55.7542677572,37.5797403533,4.02,0.686
2017-10-07,55.7542623319,37.587704752,2.11,-0.842
2017-10-07,55.7542563906,37.5956691444,1.16,-0.972
2017-10-07,55.7542499332,37.6036335376,3.5,-0.638
2017-10-07,55.7542429596,37.611597927,1.6,-0.557
2017-10-07,55.75423547,37.6195623113,2.12,-0.235
2017-10-07,55.7584869386,37.2292763862,1.74,2.638
2017-10-07,55.758719107,37.3726507617,1.75,1.048
2017-10-07,55.7587271017,37.3806160584,1.98,2.439
2017-10-07,55.7587479876,37.4045119698,8.68,0.852
2017-10-07,55.7587539174,37.4124772805,4.93,-0.006
2017-10-07,55.7587809237,37.5319575934,2.91,0.332
2017-10-07,55.7587785946,37.5399229176,1.56,-0.819
2017-10-07,55.7587757494,37.5478882404,1.27,0.191
2017-10-07,55.758772388,37.5558535637,8.97,0.672
2017-10-07,55.7587685103,37.5638188847,1.71,-0.363
2017-10-07,55.7587641166,37.5717842007,3.01,0.011
2017-10-07,55.7587592066,37.5797495172,9.28,2.315
2017-10-07,55.7587537805,37.5877148312,7.01,0.859
2017-10-07,55.7587478381,37.5956801409,1.89,-0.704
2017-10-07,55.7587413805,37.6036454474,5.87,0.665
2017-10-07,55.7587344058,37.611610752,3.01,-1.296
2017-10-07,55.7587269148,37.6195760516,14.97,0.425
2017-10-07,55.7632105465,37.372636124,1.14,0.227
2017-10-07,55.7632185424,37.3806023362,1.75,0.529
2017-10-07,55.7632394327,37.4045009943,6.75,1.987
2017-10-07,55.7632453627,37.4124672205,1.81,-0.904
2017-10-07,55.763274224,37.4761971093,1.35,0.071
2017-10-07,55.7632723734,37.5319612666,1.3,0.018
2017-10-07,55.763270044,37.5399275064,2.21,-0.02
2017-10-07,55.7632638363,37.5558599836,5.26,-1.57
2017-10-07,55.763259958,37.5638262201,2.12,-1.053
2017-10-07,55.7632555635,37.5717924531,5.05,-0.129
